form,lemma
all,all
my,my
travels,travels
I,I
’ve,have
never,never
seen,see
anything,anything
like,like
it,it
and,and
am,be
often,often
met,meet
with,with
an,a
odd,odd
look,look
when,when
I,I
explain,explain
them,they
to,to
foreigners,foreigner
.,.
After,after
a,a
person,person
dies,die
",",","
their,they
remains,remains
are,be
“,"	PUNCT	``	_	10	punct	10:punct	SpaceAfter=No
10	waked	wake	VERB	VBN	Tense=Past|VerbForm=Part	0	root	0:root	_
11	”	"
in,in
their,they
home,home
for,for
roughly,roughly
2,2
-,-
3,3
days,day
.,.
In,in
this,this
time,time
visitors,visitor
will,will
come,come
to,to
the,the
house,house
",",","
pay,pay
their,they
respects,respects
to,to
the,the
desisted,desisted
and,and
their,they
family,family
and,and
have,have
a,a
couple,couple
of,of
cups,cup
of,of
tea,tea
with,with
a,a
sandwich,sandwich
or,or
a,a
bun,bun
.,.
The,the
wake,wake
also,also
included,include
the,the
night,night
sit,sit
were,were
friends,friend
and,and
family,family
sit,sit
up,up
through,through
the,the
night,night
with,with
the,the
remains,remains
.,.
Wakes,wake
are,be
common,common
both,both
north,north
and,and
south,south
of,of
the,the
boarder,boarder
with,with
Protestants,Protestants
and,and
Catholics,Catholics
alike,alike
.,.
But,but
only,only
really,really
in,in
the,the
countryside,countryside
.,.
The,the
only,only
notable,notable
difference,difference
I,I
have,have
noticed,notice
is,be
that,that
in,in
the,the
south,south
of,of
Ireland,Ireland
one,one
night,night
of,of
the,the
wake,wake
is,be
often,often
held,hold
in,in
the,the
chapel,chapel
the,the
night,night
before,before
the,the
funeral,funeral
",",","
this,this
tradition,tradition
started,start
after,after
the,the
civil,civil
war,war
.,.
Another,another
unique,unique
custom,custom
(,(
and,and
a,a
dying,die
one,one
at,at
that,that
),)
is,be
the,the
Pioneers,Pioneers
.,.
The,the
Pioneers,Pioneers
was,be
an,a
organization,organization
started,start
at,at
the,the
end,end
of,of
the,the
19th,19th
century,century
which,which
pushed,push
and,and
supported,support
the,the
ideal,ideal
of,of
temperance,temperance
(,(
abstaining,abstain
from,from
alcohol,alcohol
),)
",",","
in,in
an,a
attempt,attempt
to,to
deal,deal
with,with
the,the
massive,massive
issue,issue
of,of
alcoholism,alcoholism
that,that
Ireland,Ireland
was,be
gripped,grip
by,by
.,.
Pioneers,Pioneers
take,take
a,a
pledge,pledge
to,to
remain,remain
tee,tee
-,-
total,total
and,and
at,at
the,the
hight,hight
of,of
the,the
organization,organization
popularity,popularity
",",","
had,have
an,a
estimated,estimate
two,two
million,million
members,member
even,even
filling,fill
Croke,Croke
Park,Park
on,on
the,the
25th,25th
anniversary,anniversary
.,.
I,I
my,my
self,self
am,be
one,one
but,but
appreciate,appreciate
that,that
the,the
organization,organization
is,be
unlikely,unlikely
to,to
make,make
into,into
the,the
22nd,22nd
century,century
.,.
The,the
Orange,Orange
Order,Order
and,and
the,the
12th,12th
of,of
July,July
Marches,Marches
would,would
be,be
argued,argue
by,by
some,some
not,not
to,to
be,be
an,a
Irish,irish
custom,custom
but,but
unarguable,unarguable
ticks,tick
every,every
criteria,criteria
to,to
be,be
considered,consider
one,one
.,.
The,the
marches,march
on,on
the,the
12th,12th
of,of
July,July
are,be
only,only
really,really
attended,attend
by,by
protestants,protestants
in,in
the,the
Ulster,Ulster
but,but
in,in
spite,spite
of,of
the,the
are,be
the,the
largest,largest
attended,attend
paraded,paraded
in,in
Ireland,Ireland
.,.
Barn,barn
brack,brack
and,and
the,the
ring,ring
.,.
the,the
irish,irish
customs,custom
we,we
have,have
in,in
our,we
family,family
are,be
;,;
we,we
make,make
sinnel,sinnel
cake,cake
for,for
easter,easter
",",","
barn,barn
brack,brack
and,and
col,col
-,-
cannon,cannon
for,for
Halloween,Halloween
.,.
christmas,christmas
cake,cake
for,for
christmas,christmas
day,day
.,.
Do,do
animals,animal
see,see
images,image
on,on
a,a
TV,tv
screen,screen
like,like
humans,human
do,do
?,?
Do,do
animals,animal
see,see
images,image
on,on
a,a
TV,tv
screen,screen
like,like
humans,human
do,do
?,?
I,I
'm,be
unsure,unsure
of,of
this,this
",",","
because,because
once,once
I,I
watched,watch
a,a
commercial,commercial
of,of
cat,cat
food,food
with,with
my,my
cat,cat
and,and
she,she
did,do
n't,not
react,react
to,to
seeing,see
another,another
cat,cat
on,on
TV,tv
.,.
I,I
heard,hear
that,that
a,a
company,company
(,(
here,here
is,be
a,a
link,link
:,:
http://news.yahoo.com/nestl-purina-releases-commercial-aimed-dogs-183443091.html,http://news.yahoo.com/nestl-purina-releases-commercial-aimed-dogs-183443091.html
),)
is,be
trying,try
to,to
make,make
a,a
dog,dog
food,food
commercial,commercial
aimed,aim
at,at
dogs,dog
",",","
complete,complete
with,with
squeaky,squeaky
chew,chew
-,-
toy,toy
sounds,sound
",",","
and,and
high,high
pitched,pitch
sounds,sound
that,that
humans,human
ca,can
n't,not
hear,hear
.,.
As,as
far,far
as,as
I,I
understand,understand
",",","
this,this
ad,ad
will,will
get,get
dogs,dogs
excited,excited
",",","
but,but
my,my
question,question
is,be
:,:
Can,can
dogs,dog
actually,actually
see,see
the,the
images,image
featured,feature
in,in
the,the
advert,advert
like,like
humans,human
?,?
Also,also
",",","
can,can
animals,animal
remember,remember
images,image
on,on
TV,tv
like,like
us,we
",",","
humans,human
?,?
If,if
so,so
",",","
then,then
does,do
that,that
mean,mean
that,that
if,if
you,you
watched,watch
a,a
scary,scary
movie,movie
and,and
your,you
dog,dog
/,/
cat,cat
/,/
parrot,parrot
was,be
in,in
the,the
same,same
room,room
as,as
you,you
they,they
will,will
also,also
get,get
scared,scared
?,?
I,I
would,would
n't,not
know,know
--,--
I,I
do,do
n't,not
particularly,particularly
like,like
scary,scary
movies,movie
",",","
and,and
I,I
have,have
n't,not
tried,try
this,this
with,with
my,my
pet,pet
.,.
Although,although
",",","
I,I
do,do
n't,not
think,think
that,that
scary,scary
movies,movie
will,will
affect,affect
pets,pet
for,for
a,a
long,long
time,time
;,;
I,I
am,be
sure,sure
they,they
'll,will
forget,forget
sometime,sometime
--,--
or,or
am,be
I,I
wrong,wrong
?,?
So,so
what,what
about,about
T.V.,t.v.
?,?
Do,do
dogs,dog
enjoy,enjoy
watching,watch
T.V.,t.v.
?,?
Well,well
",",","
T.V.,t.v.
is,be
a,a
series,series
of,of
flickering,flicker
pictures,picture
that,that
are,be
streamed,stream
together,together
to,to
make,make
a,a
moving,move
picture,picture
.,.
The,the
pictures,picture
are,be
broadcast,broadcast
at,at
a,a
rate,rate
of,of
about,about
60,60
Hz,hz
",",","
which,which
is,be
how,how
fast,fast
they,they
need,need
to,to
move,move
for,for
us,we
to,to
see,see
them,they
as,as
a,a
moving,move
",",","
flawless,flawless
picture,picture
.,.
To,to
a,a
dog,dog
",",","
watching,watch
T.V.,t.v.
is,be
a,a
lot,lot
like,like
watching,watch
and,and
old,old
scratchy,scratchy
silent,silent
film,film
because,because
their,they
flicker,flicker
fusion,fusion
seems,seem
to,to
occur,occur
at,at
a,a
rate,rate
of,of
70,70
to,to
80,80
Hz,hz
.,.
So,so
they,they
see,see
the,the
pictures,picture
flicker,flicker
slower,slower
and,and
there,there
for,for
it,it
seems,seem
choppy,choppy
to,to
them,they
.,.
So,so
chances,chance
are,be
that,that
if,if
your,you
dog,dog
likes,like
to,to
watch,watch
T.V.,t.v.
",",","
it,it
’s,be
probably,probably
because,because
of,of
the,the
sounds,sound
.,.
Hearing,hear
is,be
a,a
dog,dog
’s,'s
secondary,secondary
sense,sense
",",","
and,and
I,I
will,will
discuss,discuss
that,that
in,in
another,another
blog,blog
entery,entery
.,.
Yes,yes
they,they
do,do
.,.
i,i
m,be
pretty,pretty
sure,sure
that,that
they,they
do,do
see,see
things,thing
on,on
the,the
tv,tv
screen,screen
because,because
my,my
cat,cat
chases,chase
things,thing
around,around
the,the
tv,tv
screen,screen
How,how
much,much
should,should
I,I
be,be
looking,look
at,at
for,for
horse,horse
transportation,transportation
?,?
I,I
need,need
one,one
horse,horse
transported,transport
to,to
shows,show
throughout,throughout
the,the
2012,2012
show,show
season,season
",",","
and,and
the,the
location,location
is,be
about,about
3,3
hours,hour
away,away
from,from
where,where
I,I
live,live
.,.
The,the
place,place
where,where
I,I
'm,be
boarding,board
is,be
not,not
likely,likely
to,to
want,want
to,to
take,take
me,I
this,this
far,far
",",","
and,and
I,I
do,do
not,not
have,have
any,any
ways,way
of,of
hauling,haul
him,he
myself,myself
.,.
So,so
I,I
want,want
to,to
hire,hire
someone,someone
(,(
or,or
multiple,multiple
people,people
),)
to,to
transport,transport
me,I
to,to
these,these
shows,show
.,.
If,if
they,they
ask,ask
how,how
much,much
I,I
'm,be
willing,willing
to,to
pay,pay
",",","
what,what
is,be
a,a
good,good
price,price
range,range
?,?
I,I
saw,see
a,a
site,site
that,that
charges,charge
$,$
0.70,0.70
per,per
mile,mile
.,.
Is,be
that,that
reasonable,reasonable
?,?
Impossible,impossible
to,to
say,say
",",","
but,but
I,I
guess,guess
you,you
would,would
have,have
to,to
work,work
out,out
fuel,fuel
consumption,consumption
for,for
the,the
particular,particular
vehicle,vehicle
that,that
they,they
are,be
using,use
and,and
pay,pay
a,a
proportion,proportion
of,of
that,that
",",","
and,and
some,some
on,on
top,top
for,for
the,the
driver,driver
's,'s
time,time
and,and
effort,effort
",",","
unless,unless
you,you
are,be
able,able
to,to
share,share
transport,transport
with,with
another,another
or,or
more,more
",",","
that,that
would,would
keep,keep
the,the
costs,cost
down,down
.,.
Remember,remember
that,that
you,you
get,get
what,what
you,you
pay,pay
for,for
.,.
Three,three
hours,hour
is,be
n't,not
far,far
",",","
but,but
you,you
are,be
doing,do
multiple,multiple
shows,show
.,.
Some,some
people,people
are,be
willing,willing
to,to
take,take
your,you
horse,horse
",",","
but,but
they,they
really,really
have,have
old,old
trailers,trailer
that,that
are,be
not,not
the,the
safest,safest
in,in
the,the
world,world
.,.
Rusted,rust
",",","
torn,tear
corners,corner
in,in
the,the
stalls,stall
",",","
unhealthy,unhealthy
air,air
",",","
straight,straight
load,load
instead,instead
of,of
slant,slant
load,load
can,can
all,all
make,make
travelling,travel
hard,hard
",",","
if,if
not,not
downright,downright
dangerous,dangerous
",",","
on,on
your,you
horse,horse
.,.
I,I
had,have
my,my
horse,horse
transported,transport
from,from
CA,CA
to,to
WA,WA
and,and
he,he
came,come
on,on
this,this
big,big
",",","
open,open
stock,stock
trailer,trailer
.,.
He,he
was,be
dehydrated,dehydrated
when,when
he,he
got,get
there,there
and,and
lost,lose
weight,weight
.,.
Since,since
then,then
",",","
I,I
now,now
use,use
a,a
professional,professional
horse,horse
hauling,hauling
service,service
with,with
people,people
who,who
ride,ride
with,with
my,my
horse,horse
to,to
keep,keep
an,a
eye,eye
on,on
him,he
",",","
stop,stop
every,every
few,few
hours,hour
for,for
water,water
",",","
and,and
their,they
trailers,trailer
all,all
have,have
super,super
smooth,smooth
suspension,suspension
.,.
All,all
horses,horse
I,I
've,have
had,have
delivered,deliver
to,to
me,I
since,since
then,then
are,be
happy,happy
and,and
healthy,healthy
when,when
they,they
arrive,arrive
.,.
I,I
would,would
call,call
Bob,Bob
Hubbard,Hubbard
Transport,Transport
and,and
get,get
a,a
quote,quote
.,.
Even,even
though,though
you,you
may,may
not,not
want,want
to,to
use,use
them,they
",",","
it,it
will,will
give,give
you,you
some,some
idea,idea
of,of
what,what
it,it
might,might
cost,cost
and,and
what,what
is,be
fair,fair
.,.
See,see
link,link
below,below
.,.
Make,make
sure,sure
the,the
trailer,trailer
service,service
you,you
use,use
is,be
bonded,bond
/,/
insured,insure
and,and
knows,know
something,something
about,about
first,first
aid,aid
.,.
Do,do
they,they
have,have
this,this
anywhere,anywhere
?,?
I,I
want,want
to,to
take,take
a,a
cruise,cruise
around,around
the,the
world,world
.,.
I,I
mean,mean
literally,literally
around,around
the,the
world,world
if,if
possible,possible
.,.
First,first
of,of
if,if
i,i
went,go
alone,alone
on,on
a,a
regular,regular
cabin,cabin
how,how
much,much
would,would
you,you
estimate,estimate
it,it
would,would
be,be
just,just
a,a
guess,guess
.,.
Second,second
is,be
there,there
any,any
way,way
to,to
sort,sort
of,of
customize,customize
the,the
places,place
you,you
wan,wan
na,na
go,go
to,to
?,?
Like,like
you,you
can,can
pick,pick
the,the
destinations,destination
?,?
But,but
if,if
not,not
just,just
say,say
no,no
but,but
i,i
hope,hope
there,there
is,be
like,like
one,one
out,out
there,there
somewhere,somewhere
.,.
1,1
.,.
Here,here
's,be
a,a
site,site
that,that
lists,list
world,world
cruises,cruise
including,include
prices,price
.,.
http://www.cruisecompete.com/specials/regions/world/1,http://www.cruisecompete.com/specials/regions/world/1
Prices,price
listed,list
",",","
however,however
",",","
are,be
usually,usually
based,base
on,on
two,two
people,people
in,in
a,a
cabin,cabin
",",","
and,and
you,you
will,will
likely,likely
face,face
some,some
high,high
	,PUNCT
single,single
supplement,supplement
	,PUNCT
costs,cost
in,in
addition,addition
.,.
(,(
Two,two
people,people
in,in
a,a
cabin,cabin
will,will
spend,spend
more,more
onboard,onboard
",",","
so,so
cruise,cruise
lines,line
charge,charge
you,you
more,more
to,to
sail,sail
alone,alone
.,.
You,you
may,may
be,be
able,able
to,to
do,do
better,better
on,on
the,the
rates,rate
if,if
you,you
request,request
competitive,competitive
quotes,quote
via,via
CruiseCompete,CruiseCompete
),)
.,.
2,2
.,.
Short,short
of,of
chartering,charter
your,you
own,own
ship,ship
and,and
crew,crew
",",","
I,I
do,do
n't,not
see,see
any,any
way,way
you,you
could,could
customize,customize
your,you
own,own
itinerary,itinerary
.,.
Good,good
luck,luck
!,!
Various,various
world,world
cruises,cruise
from,from
most,most
of,of
the,the
major,major
cruise,cruise
lines,line
",",","
typically,typically
100,100
days,day
in,in
duration,duration
.,.
Travelling,travel
on,on
your,you
own,own
you,you
would,would
have,have
to,to
pay,pay
double,double
as,as
cabins,cabin
are,be
sold,sell
on,on
the,the
basis,basis
of,of
double,double
occupancy,occupancy
.,.
No,no
possibility,possibility
to,to
customise,customise
ports,port
of,of
call,call
.,.
Prearranged,prearrange
about,about
18,18
months,month
in,in
advance,advance
as,as
the,the
cruise,cruise
lines,line
sell,sell
segments,segment
all,all
along,along
the,the
way,way
i.e,i.e
Transatlantic,transatlantic
to,to
London,London
(,(
England,England
),)
",",","
England,England
to,to
Barcelona,Barcelona
(,(
Spain,Spain
),)
",",","
Barcelona,Barcelona
to,to
Alexandria,Alexandria
(,(
Egypt,Egypt
),)
",",","
Egypt,Egypt
to,to
India,India
via,via
Suez,Suez
canal,canal
etc,etc
.,.
yes,yes
there,there
are,be
multiple,multiple
around,around
the,the
world,world
cruises,cruise
",",","
mainly,mainly
offered,offer
by,by
the,the
more,more
upscale,upscale
lines,line
.,.
HOWEVER,however
:,:
you,you
will,will
pay,pay
as,as
if,if
there,there
are,be
2,2
people,people
in,in
the,the
cabin,cabin
",",","
even,even
if,if
it,it
is,be
just,just
you,you
.,.
so,so
any,any
price,price
you,you
find,find
",",","
DOUBLE,double
IT,it
figure,figure
",",","
$,$
40,40
K,k
at,at
least,least
.,.
and,and
no,no
you,you
can,can
not,not
customize,customize
an,a
itinerary,itinerary
unless,unless
you,you
book,book
several,several
different,different
legs,leg
of,of
a,a
cruise,cruise
with,with
stops,stop
in,in
between,between
on,on
shore,shore
..,..
say,say
book,book
a,a
Panamal,Panamal
Canal,Canal
crossing,crossing
",",","
then,then
fly,fly
to,to
Asia,Asia
and,and
pick,pick
it,it
up,up
again,again
and,and
sail,sail
to,to
India,India
then,then
fly,fly
to,to
Europe,Europe
to,to
sail,sail
the,the
Med,Med
before,before
flying,fly
to,to
England,England
to,to
hit,hit
the,the
Transatlantic,transatlantic
corssing,corssing
.,.
Was,be
the,the
San,San
Francisco,Francisco
Bay,Bay
Area,Area
mostly,mostly
Caucasian,caucasian
back,back
in,in
the,the
early,early
1970s,1970
?,?
No,no
.,.
There,there
has,have
been,be
a,a
large,large
Asian,asian
presence,presence
in,in
the,the
SF,SF
Bay,Bay
Area,Area
for,for
a,a
long,long
time,time
--,--
the,the
Chinatown,Chinatown
here,here
was,be
the,the
largest,largest
population,population
of,of
chinese,chinese
outside,outside
of,of
China,China
",",","
there,there
were,be
lots,lot
of,of
Japanese,japanese
who,who
'd,have
been,be
displaced,displace
during,during
WWII,WWII
.,.
The,the
whole,whole
Western,Western
Addition,Addition
and,and
a,a
large,large
portion,portion
of,of
the,the
Haight,Haight
was,be
black,black
.,.
The,the
Mission,Mission
was,be
basically,basically
latin,latin
-,-
american,american
.,.
As,as
the,the
southeast,southeast
asians,asians
and,and
philipinos,philipinos
came,come
over,over
",",","
they,they
added,add
to,to
the,the
cultures,culture
.,.
So,so
",",","
the,the
Bay,Bay
Area,Area
has,have
been,be
fairly,fairly
mixed,mixed
ethnically,ethnically
for,for
a,a
long,long
time,time
--,--
caucasians,caucasian
may,may
have,have
seemed,seem
to,to
be,be
a,a
large,large
populous,populous
but,but
that,that
's,be
because,because
most,most
tourists,tourist
back,back
then,then
were,be
caucasian,caucasian
and,and
many,many
of,of
the,the
hippies,hippie
were,be
caucasians,caucasians
so,so
that,that
's,be
who,who
the,the
photographers,photographer
took,take
pictures,picture
of,of
.,.
The,the
other,other
ethicities,ethicity
were,be
n't,not
well,well
represented,represent
in,in
politics,politics
yet,yet
--,--
or,or
rather,rather
",",","
they,they
were,be
just,just
breaking,break
the,the
color,color
barrier,barrier
in,in
the,the
70's,70'
due,due
largely,largely
to,to
the,the
more,more
open,open
-,-
minded,minded
hippy,hippy
generation,generation
.,.
Marin,Marin
County,County
was,be
predominantly,predominantly
caucasian,caucasian
and,and
many,many
of,of
the,the
expanding,expand
outer,outer
east,east
bay,bay
areas,area
started,start
out,out
as,as
white,white
suburbs,suburb
.,.
It,it
was,be
not,not
so,so
long,long
after,after
Civil,civil
Rights,rights
laws,law
against,against
discrimination,discrimination
started,start
to,to
have,have
an,a
impact,impact
.,.
You,you
never,never
saw,see
black,black
MUNI,MUNI
drivers,driver
",",","
Asian,asian
police,police
",",","
Latino,latino
politicians,politician
until,until
then,then
.,.
It,it
was,be
an,a
evolution,evolution
.,.
Many,many
illegals,illegal
were,be
not,not
counted,count
in,in
the,the
population,population
until,until
the,the
mid-80s,mid-80
.,.
We,we
did,do
not,not
have,have
big,big
percent,percent
of,of
Chinese,chinese
migration,migration
until,until
the,the
mid,mid
90s,90
.,.
We,we
had,have
fewer,fewer
people,people
running,run
across,across
the,the
Mexican,mexican
border,border
then,then
.,.
We,we
had,have
fewer,fewer
social,social
benefits,benefit
at,at
that,that
time,time
for,for
people,people
so,so
many,many
immigrants,immigrant
were,be
not,not
counted,count
.,.
Only,only
Caucasians,Caucasians
had,have
any,any
political,political
power,power
",",","
corporate,corporate
presence,presence
or,or
owned,own
businesses,business
except,except
for,for
Mom,mom
and,and
Pop,pop
stores,store
in,in
some,some
neighborhoods,neighborhood
.,.
San,San
Francisco,Francisco
was,be
settled,settle
in,in
the,the
19th,19th
and,and
20th,20th
century,century
by,by
mainly,mainly
European,european
immigrants,immigrant
except,except
for,for
some,some
Asian,asian
workers,worker
who,who
were,be
manual,manual
laborers,laborer
.,.
There,there
has,have
always,always
been,be
a,a
Mexican,mexican
-,-
American,american
cultural,cultural
influence,influence
since,since
Calif,Calif
was,be
owned,own
by,by
Mexico,Mexico
.,.
We,we
had,have
a,a
larger,larger
black,black
population,population
in,in
the,the
70s,70
than,than
we,we
have,have
now,now
but,but
they,they
did,do
not,not
have,have
any,any
power,power
until,until
Willie,Willie
Brown,Brown
was,be
elected,elect
.,.
San,San
Francisco,Francisco
was,be
always,always
progressive,progressive
and,and
welcoming,welcoming
and,and
tolerant,tolerant
to,to
all,all
kinds,kind
of,of
people,people
historically,historically
.,.
The,the
counties,county
outside,outside
San,San
Francisco,Francisco
were,be
more,more
white,white
than,than
San,San
Francisco,Francisco
in,in
the,the
70s,70
.,.
EDIT,edit
:,:
My,my
memory,memory
may,may
not,not
be,be
good,good
so,so
you,you
might,might
get,get
a,a
more,more
accurate,accurate
answer,answer
from,from
someone,someone
else,else
who,who
remembers,remember
the,the
time,time
.,.
Can,can
rabbits,rabbit
and,and
chickens,chicken
live,live
together,together
?,?
I,I
am,be
thinking,think
about,about
getting,get
a,a
rabbit,rabbit
as,as
a,a
pet,pet
",",","
but,but
my,my
parents,parent
said,say
that,that
it,it
has,have
to,to
stay,stay
outside,outside
.,.
We,we
also,also
own,own
two,two
chickens,chicken
that,that
are,be
kept,keep
in,in
a,a
run,run
behind,behind
out,out
garage,garage
/,/
barn,barn
thing,thing
.,.
There,there
is,be
already,already
a,a
little,little
dog,dog
house,house
that,that
I,I
would,would
turn,turn
into,into
a,a
little,little
rabbit,rabbit
hutch,hutch
being,be
kept,keep
back,back
there,there
and,and
I,I
was,be
thinking,think
about,about
keeping,keep
the,the
rabbit,rabbit
in,in
the,the
run,run
with,with
the,the
chickens,chicken
",",","
but,but
keeping,keep
the,the
chickens,chicken
in,in
the,the
coop,coop
and,and
the,the
rabbit,rabbit
in,in
the,the
hutch,hutch
at,at
night,night
.,.
However,however
",",","
in,in
the,the
day,day
time,time
would,would
it,it
be,be
okay,okay
for,for
the,the
rabbit,rabbit
to,to
hop,hop
around,around
along,along
with,with
the,the
chickens,chicken
?,?
We,we
feed,feed
the,the
chickens,chicken
scraps,scrap
of,of
veggies,veggy
and,and
fruits,fruit
throughout,throughout
the,the
day,day
",",","
but,but
it,it
's,be
nothing,nothing
that,that
a,a
rabbit,rabbit
would,would
n't,not
be,be
able,able
to,to
digest,digest
just,just
fine,fine
.,.
So,so
",",","
can,can
rabbits,rabbit
and,and
chickens,chicken
live,live
together,together
as,as
long,long
as,as
they,they
have,have
separate,separate
places,place
for,for
their,they
food,food
and,and
water,water
?,?
(,(
The,the
rabbit,rabbit
hutch,hutch
would,would
have,have
an,a
opening,opening
only,only
big,big
enough,enough
for,for
the,the
rabbit,rabbit
",",","
the,the
chickens,chicken
would,would
not,not
be,be
able,able
to,to
get,get
to,to
the,the
rabbit,rabbit
food,food
),)
Also,also
",",","
is,be
it,it
okay,okay
if,if
the,the
rabbit,rabbit
occasionally,occasionally
sneaks,sneak
a,a
few,few
bites,bite
of,of
chicken,chicken
feed,feed
?,?
My,my
last,last
rabbit,rabbit
did,do
that,that
a,a
few,few
times,time
",",","
and,and
he,he
was,be
fine,fine
...,...
I,I
just,just
wan,wan
na,na
make,make
sure,sure
:),:)
Thank,thank
!,!
Yes,yes
",",","
but,but
be,be
sure,sure
that,that
your,you
chickens,chicken
are,be
all,all
hens,hen
(,(
I,I
mean,mean
not,not
roosters,rooster
),)
",",","
Roosters,rooster
may,may
attack,attack
rabbits,rabbit
or,or
anything,anything
they,they
see,see
moving,move
",",","
so,so
be,be
aware,aware
of,of
that,that
",",","
hens,hen
are,be
friendly,friendly
with,with
almost,almost
all,all
kinds,kind
of,of
pets,pet
!,!
From,from
my,my
experience,experience
Hens,hen
(,(
Not,not
roosters,rooster
),)
are,be
very,very
friendly,friendly
with,with
duck,duck
",",","
Guinea,guinea
pigs,pig
",",","
kittens,kitten
",",","
cows,cow
",",","
Rabbits,rabbit
",",","
etc,etc
.,.
Be,be
sure,sure
not,not
to,to
feed,feed
your,you
rabbits,rabbit
non-veg,non-veg
items,item
!,!
You,you
said,say
they,they
live,live
in,in
different,different
cages,cage
and,and
they,they
are,be
free,free
in,in
day,day
",",","
so,so
no,no
problem,problem
",",","
do,do
n't,not
put,put
both,both
of,of
them,they
in,in
one,one
cage,cage
because,because
rabbits,rabbit
bedding,bedding
is,be
different,different
than,than
that,that
of,of
hens,hen
",",","
wet,wet
bedding,bedding
can,can
cause,cause
diseases,disease
in,in
them,they
!,!
So,so
",",","
do,do
n't,not
put,put
both,both
of,of
them,they
in,in
one,one
cage,cage
.,.
Good,good
luck,luck
!,!
yea,yea
i,i
guess,guess
but,but
rabbits,rabbit
a,a
easily,easily
escape,escape
a,a
pen,pen
or,or
another,another
rabbit,rabbit
could,could
get,get
in,in
there,there
and,and
that,that
rabbit,rabbit
could,could
be,be
the,the
opposite,opposite
gender,gender
.,.
So,so
be,be
very,very
careful,careful
and,and
some,some
feeds,feed
could,could
be,be
toxic,toxic
to,to
rabbits,rabbit
and,and
safe,safe
for,for
chickens,chicken
.,.
Rabbits,rabbit
do,do
burrow,burrow
also,also
so,so
do,do
n't,not
be,be
surprised,surprised
if,if
chicken,chicken
are,be
falling,fall
into,into
holes,hole
.,.
rabbits,rabbit
are,be
delicate,delicate
and,and
can,can
get,get
diseases,disease
so,so
watch,watch
out,out
for,for
that,that
.,.
melting,melt
brass,brass
did,do
not,not
work,work
?,?
my,my
friends,friend
and,and
I,I
are,be
trying,try
to,to
melt,melt
bras,bras
to,to
make,make
some,some
little,little
figures,figure
.,.
we,we
have,have
made,make
a,a
furnace,furnace
as,as
such,such
",",","
we,we
took,take
a,a
clay,clay
flower,flower
pot,pot
with,with
a,a
hole,hole
in,in
the,the
bottom,bottom
put,put
a,a
piece,piece
of,of
steel,steel
pipe,pipe
in,in
the,the
middle,middle
of,of
it,it
with,with
a,a
cap,cap
on,on
the,the
bottom,bottom
",",","
filled,fill
the,the
pipe,pipe
with,with
brass,brass
scrap,scrap
",",","
surounded,suround
the,the
pipe,pipe
with,with
charcoal,charcoal
lit,light
it,it
off,off
and,and
pumped,pump
air,air
through,through
the,the
hole,hole
in,in
the,the
pot,pot
",",","
everything,everything
got,get
red,red
hot,hot
but,but
did,do
not,not
melt,melt
.,.
what,what
am,be
I,I
doing,do
wrong,wrong
I,I
would,would
recommend,recommend
to,to
start,start
with,with
something,something
more,more
simple,simple
like,like
tin,tin
",",","
pewter,pewter
",",","
aluminum,aluminum
or,or
zinc,zinc
",",","
they,they
all,all
have,have
a,a
much,much
more,more
reasonable,reasonable
melting,melting
point,point
.,.
I,I
'll,will
just,just
echo,echo
both,both
other,other
answers,answer
.,.
Molten,molten
brass,brass
is,be
damn,damn
hot,hot
and,and
usually,usually
it,it
's,be
pressurized,pressurize
gas,gas
and,and
forced,force
air,air
or,or
oxygen,oxygen
.,.
Even,even
if,if
you,you
did,do
melt,melt
it,it
",",","
I,I
doubt,doubt
you,you
foresaw,foresee
the,the
issues,issue
of,of
handling,handle
it,it
and,and
pouring,pour
it,it
.,.
It,it
's,be
really,really
too,too
advanced,advanced
for,for
a,a
beginner,beginner
",",","
both,both
in,in
tooling,tooling
and,and
safety,safety
.,.
Just,just
the,the
zinc,zinc
fumes,fume
will,will
get,get
you,you
",",","
if,if
you,you
do,do
n't,not
take,take
precautions,precaution
.,.
Pewter,pewter
is,be
perfect,perfect
for,for
what,what
you,you
are,be
doing,do
",",","
and,and
it,it
melts,melt
on,on
a,a
stove,stove
top,top
.,.
I,I
would,would
recommend,recommend
to,to
start,start
with,with
something,something
more,more
simple,simple
like,like
tin,tin
",",","
pewter,pewter
",",","
aluminum,aluminum
or,or
zinc,zinc
",",","
they,they
all,all
have,have
a,a
much,much
more,more
reasonable,reasonable
melting,melting
point,point
.,.
Brass,brass
has,have
an,a
even,even
higher,higher
melting,melting
point,point
than,than
bronze,bronze
and,and
I,I
would,would
think,think
your,you
charcoal,charcoal
just,just
does,do
n't,not
get,get
hot,hot
enough,enough
.,.
I,I
bet,bet
you,you
also,also
did,do
take,take
charcoal,charcoal
as,as
it,it
is,be
used,use
for,for
barbecue,barbecue
which,which
does,do
not,not
get,get
as,as
hot,hot
as,as
real,real
coal,coal
(,(
e.g.,e.g.
for,for
blacksmithing,blacksmithing
one,one
needs,need
coal,coal
",",","
not,not
barbecue,barbecue
charcoal,charcoal
),)
.,.
I,I
have,have
done,do
a,a
fair,fair
amount,amount
of,of
metal,metal
casting,casting
",",","
but,but
never,never
tried,try
to,to
build,build
my,my
own,own
furnace,furnace
",",","
but,but
I,I
